port_code,ptent_yr,voyage_no,callsgn,vessel_name,vessel_type_name,vessel_nationality_code,vessel_nationality_name,mrn_no,bl_no,master_bl_no,io_se_code,io_se_name,facility_name,cargo_se_name,cargo_name_raw,dg_un_no,chem_id,cargo_basis,package_type_name,unload_method_name,vol_ton_unit_name,vol_ton,weight_ton,vol_size,weight_size,bulk_vol_size,bulk_weight_size,container_count,pod_name,pol_name,ldud_port_name,last_dest_port_name,arrival_at_utc,customs_progress_status_name,source_system,source_table,collected_at_utc,quality_flag,is_synthetic
KRUSN,2026,085,3EA4147,NAVE HINA,석유제품운반선,KR,대한민국,MRN21104,BL000200,MBL36912,I,수입,SK5부두,액체,가솔린,1203,016420,PORT-MIS 실선종 기반,벌크,펌프,TON,1098.0,1098.0,,,1207.8,1098.0,,울산,여수,,,2026-07-27 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-09-22T03:54:10.882609+00:00,OK,True
KRUSN,2026,063,3EBD8,제2흥아 파이오니어호,케미칼운반선,KR,대한민국,MRN51234,BL000201,MBL22925,O,수출,대한유화부두,액체,톨루엔,1294,001032,PORT-MIS 실선종 기반,벌크,펌프,TON,25661.4,25661.4,,,28227.5,25661.4,,여수,울산,,,2026-07-27 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-09-22T03:54:10.882609+00:00,OK,True
KRUSN,2026,177,3EBD8,제2흥아 파이오니어호,케미칼운반선,KR,대한민국,MRN72565,BL000202,MBL91828,O,수출,S-Oil 4부두,액체,벤젠,1114,001008,PORT-MIS 실선종 기반,벌크,펌프,TON,23305.2,23305.2,,,25635.7,23305.2,,휴스턴,울산,,,2026-07-27 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-09-22T03:54:10.882609+00:00,OK,True
KRUSN,2026,147,3EBG4,VALIANT,케미칼운반선,KR,대한민국,MRN94140,BL000203,MBL27025,I,수입,정일1부두,액체,메탄올,1230,001151,PORT-MIS 실선종 기반,벌크,펌프,TON,13862.1,13862.1,,,15248.3,13862.1,,울산,SINGAPORE,,,2026-07-27 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-09-22T03:54:10.883604+00:00,OK,True
KRUSN,2026,121,3ECG6,SUN VENUS,석유제품운반선,KR,대한민국,MRN34698,BL000204,MBL15838,O,수출,SK6부두,액체,가솔린,1203,016420,PORT-MIS 실선종 기반,벌크,펌프,TON,1435.9,1435.9,,,1579.5,1435.9,,여수,울산,,,2026-07-27 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-09-22T03:54:10.883604+00:00,OK,True
KRUSN,2026,130,3ECG6,SUN VENUS,석유제품운반선,KR,대한민국,MRN98299,BL000205,MBL49575,O,수출,SK7부두,액체,가솔린,1203,016420,PORT-MIS 실선종 기반,벌크,펌프,TON,41329.3,41329.3,,,45462.2,41329.3,,SINGAPORE,울산,,,2026-07-27 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-09-22T03:54:10.883604+00:00,OK,True
KRUSN,2026,004,3ECG6,SUN VENUS,석유제품운반선,KR,대한민국,MRN34809,BL000206,MBL17976,I,수입,SK8부두,액체,디젤 연료/경유,1202,000973,PORT-MIS 실선종 기반,벌크,펌프,TON,23701.1,23701.1,,,26071.2,23701.1,,울산,SINGAPORE,,,2026-07-27 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-09-22T03:54:10.883604+00:00,OK,True
KRUSN,2026,040,3EFS5,GINGA PUMA,석유제품운반선,KR,대한민국,MRN10608,BL000207,MBL76592,I,수입,가스부두,액체,디젤 연료/경유,1202,000973,PORT-MIS 실선종 기반,벌크,펌프,TON,14655.4,14655.4,,,16120.9,14655.4,,울산,휴스턴,,,2026-07-27 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-09-22T03:54:10.883604+00:00,OK,True
KRUSN,2026,143,3EKP7,SPRING EURO,케미칼운반선,KR,대한민국,MRN17290,BL000208,MBL34508,O,수출,정일2부두,액체,벤젠,1114,001008,PORT-MIS 실선종 기반,벌크,펌프,TON,9155.4,9155.4,,,10070.9,9155.4,,여수,울산,,,2026-07-27 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-09-22T03:54:10.883604+00:00,OK,True
KRUSN,2026,071,3EKP7,SPRING EURO,케미칼운반선,KR,대한민국,MRN52807,BL000209,MBL36554,O,수출,OTK1부두,액체,스티렌 모노머(안정화),2055,001027,PORT-MIS 실선종 기반,벌크,펌프,TON,40742.8,40742.8,,,44817.1,40742.8,,휴스턴,울산,,,2026-07-27 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-09-22T03:54:10.883604+00:00,OK,True
KRUSN,2026,057,3EKP7,SPRING EURO,케미칼운반선,KR,대한민국,MRN65065,BL000210,MBL35400,O,수출,OTK2부두,액체,크실렌,1307,001077,PORT-MIS 실선종 기반,벌크,펌프,TON,45643.0,45643.0,,,50207.3,45643.0,,ONSAN,울산,,,2026-07-27 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-09-22T03:54:10.883604+00:00,OK,True
KRUSN,2026,139,3EOE8,BUENA DIOSA,LPG운반선,KR,대한민국,MRN85217,BL000211,MBL91915,I,수입,현대오일터미널 신항1부두,액체,프로페인,1978,015420,PORT-MIS 실선종 기반,벌크,펌프,TON,3878.6,3878.6,,,4266.5,3878.6,,울산,DALIAN,,,2026-07-27 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-09-22T03:54:10.883604+00:00,OK,True
KRUSN,2026,018,3EOE8,BUENA DIOSA,LPG운반선,KR,대한민국,MRN31152,BL000212,MBL29714,O,수출,SK5부두,액체,부탄,1011,000247,PORT-MIS 실선종 기반,벌크,펌프,TON,9953.8,9953.8,,,10949.2,9953.8,,휴스턴,울산,,,2026-07-27 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-09-22T03:54:10.883604+00:00,OK,True
KRUSN,2026,044,3EOE8,BUENA DIOSA,LPG운반선,KR,대한민국,MRN65054,BL000213,MBL44810,I,수입,SK2부두,액체,프로페인,1978,015420,PORT-MIS 실선종 기반,벌크,펌프,TON,29326.9,29326.9,,,32259.6,29326.9,,울산,여수,,,2026-07-27 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-09-22T03:54:10.883604+00:00,OK,True
KRUSN,2026,085,3EPM8,PRINCESS TOPAZ,석유제품운반선,KR,대한민국,MRN56514,BL000214,MBL12415,I,수입,S-Oil 2부두,액체,디젤 연료/경유,1202,000973,PORT-MIS 실선종 기반,벌크,펌프,TON,2463.1,2463.1,,,2709.4,2463.1,,울산,ONSAN,,,2026-07-27 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-09-22T03:54:10.883604+00:00,OK,True
KRUSN,2026,128,3EPT4,DM CONDOR,케미칼운반선,KR,대한민국,MRN74820,BL000215,MBL68097,O,수출,UTK부두,액체,테트라하이드로푸란,2056,001041,PORT-MIS 실선종 기반,벌크,펌프,TON,41610.1,41610.1,,,45771.1,41610.1,,ONSAN,울산,,,2026-07-27 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-09-22T03:54:10.883604+00:00,OK,True
KRUSN,2026,170,3EPT4,DM CONDOR,케미칼운반선,KR,대한민국,MRN69623,BL000216,MBL26917,I,수입,UTT부두,액체,메탄올,1230,001151,PORT-MIS 실선종 기반,벌크,펌프,TON,29847.9,29847.9,,,32832.7,29847.9,,울산,DALIAN,,,2026-07-27 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-09-22T03:54:10.883604+00:00,OK,True
KRUSN,2026,101,3EPT4,DM CONDOR,케미칼운반선,KR,대한민국,MRN67081,BL000217,MBL72731,I,수입,S-Oil 4부두,액체,톨루엔,1294,001032,PORT-MIS 실선종 기반,벌크,펌프,TON,7194.2,7194.2,,,7913.6,7194.2,,울산,ONSAN,,,2026-07-27 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-09-22T03:54:10.883604+00:00,OK,True
KRUSN,2026,186,3EPY3,KISO,케미칼운반선,KR,대한민국,MRN13660,BL000218,MBL60029,I,수입,효성부두,액체,메탄올,1230,001151,PORT-MIS 실선종 기반,벌크,펌프,TON,21329.4,21329.4,,,23462.3,21329.4,,울산,여수,,,2026-07-27 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-09-22T03:54:10.883604+00:00,OK,True
KRUSN,2026,163,3EPY3,KISO,케미칼운반선,KR,대한민국,MRN98652,BL000219,MBL58852,I,수입,대한유화부두,액체,"1,2-에폭시프로판(산화프로필렌)",1280,001162,PORT-MIS 실선종 기반,벌크,펌프,TON,25289.3,25289.3,,,27818.2,25289.3,,울산,여수,,,2026-07-27 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-09-22T03:54:10.883604+00:00,OK,True
KRUSN,2026,181,3EPY3,KISO,케미칼운반선,KR,대한민국,MRN28376,BL000220,MBL92739,I,수입,용잠1부두,액체,메탄올,1230,001151,PORT-MIS 실선종 기반,벌크,펌프,TON,31141.6,31141.6,,,34255.8,31141.6,,울산,SINGAPORE,,,2026-07-27 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-09-22T03:54:10.883604+00:00,OK,True
KRUSN,2026,149,3ESP5,YC CLOVER,케미칼운반선,KR,대한민국,MRN29079,BL000221,MBL87361,O,수출,용잠2부두,액체,톨루엔,1294,001032,PORT-MIS 실선종 기반,벌크,펌프,TON,6235.1,6235.1,,,6858.6,6235.1,,휴스턴,울산,,,2026-07-27 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-09-22T03:54:10.884603+00:00,OK,True
KRUSN,2026,041,3EVD9,EASTERN PHOENIX,케미칼운반선,KR,대한민국,MRN28343,BL000222,MBL33581,O,수출,현대오일터미널 신항2부두,액체,벤젠,1114,001008,PORT-MIS 실선종 기반,벌크,펌프,TON,42316.1,42316.1,,,46547.7,42316.1,,ONSAN,울산,,,2026-07-27 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-09-22T03:54:10.884603+00:00,OK,True
KRUSN,2026,052,3EVD9,EASTERN PHOENIX,케미칼운반선,KR,대한민국,MRN56134,BL000223,MBL53199,I,수입,S-Oil 4부두,액체,"1,2-에폭시프로판(산화프로필렌)",1280,001162,PORT-MIS 실선종 기반,벌크,펌프,TON,25853.1,25853.1,,,28438.4,25853.1,,울산,ONSAN,,,2026-07-27 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-09-22T03:54:10.884603+00:00,OK,True
KRUSN,2026,017,3EVI5,JOY CHEMIST,석유제품운반선,KR,대한민국,MRN95789,BL000224,MBL45643,I,수입,SK4부두,액체,석유증류물(기타),1268,001128,PORT-MIS 실선종 기반,벌크,펌프,TON,48305.9,48305.9,,,53136.5,48305.9,,울산,휴스턴,,,2026-07-27 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-09-22T03:54:10.884603+00:00,OK,True
KRUSN,2026,048,3EWO9,LADY ROSALIA,LPG운반선,KR,대한민국,MRN64645,BL000225,MBL43821,O,수출,가스부두,액체,부탄,1011,000247,PORT-MIS 실선종 기반,벌크,펌프,TON,45617.5,45617.5,,,50179.3,45617.5,,여수,울산,,,2026-07-27 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-09-22T03:54:10.884603+00:00,OK,True
KRUSN,2026,170,3EWO9,LADY ROSALIA,LPG운반선,KR,대한민국,MRN25748,BL000226,MBL27435,O,수출,SK5부두,액체,프로페인,1978,015420,PORT-MIS 실선종 기반,벌크,펌프,TON,49198.1,49198.1,,,54117.9,49198.1,,휴스턴,울산,,,2026-07-27 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-09-22T03:54:10.884603+00:00,OK,True
KRUSN,2026,064,3EXO6,골든 하치,케미칼운반선,KR,대한민국,MRN31333,BL000227,MBL74735,O,수출,정일1부두,액체,아크릴로니트릴(안정화),1093,001143,PORT-MIS 실선종 기반,벌크,펌프,TON,12847.0,12847.0,,,14131.7,12847.0,,SINGAPORE,울산,,,2026-07-27 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-09-22T03:54:10.884603+00:00,OK,True
KRUSN,2026,074,3EYW4,C. MIGHTY,원유운반선,KR,대한민국,MRN12245,BL000228,MBL55723,I,수입,정일2부두,액체,원유,1267,000751,PORT-MIS 실선종 기반,벌크,펌프,TON,7469.7,7469.7,,,8216.7,7469.7,,울산,ONSAN,,,2026-07-27 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-09-22T03:54:10.884603+00:00,OK,True
KRUSN,2026,152,3FBF6,ANGEL BLUE,석유제품운반선,KR,대한민국,MRN82625,BL000229,MBL21438,O,수출,S-Oil 1부두,액체,석유증류물(기타),1268,001128,PORT-MIS 실선종 기반,벌크,펌프,TON,18621.0,18621.0,,,20483.1,18621.0,,여수,울산,,,2026-07-27 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-09-22T03:54:10.884603+00:00,OK,True
KRUSN,2026,145,3FBF6,ANGEL BLUE,석유제품운반선,KR,대한민국,MRN50386,BL000230,MBL72409,O,수출,S-Oil 3부두,액체,석유증류물(기타),1268,001128,PORT-MIS 실선종 기반,벌크,펌프,TON,18719.2,18719.2,,,20591.1,18719.2,,SINGAPORE,울산,,,2026-07-27 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-09-22T03:54:10.884603+00:00,OK,True
KRUSN,2026,196,3FBS2,BLACK DRAGON,석유제품운반선,KR,대한민국,MRN50836,BL000231,MBL40693,I,수입,SK1부두,액체,케로신,1223,000756,PORT-MIS 실선종 기반,벌크,펌프,TON,17086.5,17086.5,,,18795.2,17086.5,,울산,DALIAN,,,2026-07-27 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-09-22T03:54:10.884603+00:00,OK,True
KRUSN,2026,148,3FEG8,CRANE SPICA,석유제품운반선,KR,대한민국,MRN68604,BL000232,MBL19369,I,수입,SK2부두,액체,가솔린,1203,016420,PORT-MIS 실선종 기반,벌크,펌프,TON,47571.5,47571.5,,,52328.7,47571.5,,울산,ONSAN,,,2026-07-27 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-09-22T03:54:10.884603+00:00,OK,True
KRUSN,2026,091,3FHW3,NURI CHEMIST,석유제품운반선,KR,대한민국,MRN32887,BL000233,MBL15841,O,수출,SK5부두,액체,디젤 연료/경유,1202,000973,PORT-MIS 실선종 기반,벌크,펌프,TON,4975.2,4975.2,,,5472.7,4975.2,,휴스턴,울산,,,2026-07-27 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-09-22T03:54:10.884603+00:00,OK,True
KRUSN,2026,103,3FIG4,WINNING ROAD,LPG운반선,KR,대한민국,MRN48865,BL000234,MBL80945,O,수출,S-Oil 2부두,액체,프로페인,1978,015420,PORT-MIS 실선종 기반,벌크,펌프,TON,30782.5,30782.5,,,33860.8,30782.5,,SINGAPORE,울산,,,2026-07-27 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-09-22T03:54:10.884603+00:00,OK,True
KRUSN,2026,050,3FLI8,BLUE KINGDOM,석유제품운반선,KR,대한민국,MRN17575,BL000235,MBL82597,O,수출,SK4부두,액체,케로신,1223,000756,PORT-MIS 실선종 기반,벌크,펌프,TON,16339.5,16339.5,,,17973.5,16339.5,,여수,울산,,,2026-07-27 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-09-22T03:54:10.884603+00:00,OK,True
KRUSN,2026,169,3FLT5,MUSANAH,LPG운반선,KR,대한민국,MRN87250,BL000236,MBL89462,I,수입,가스부두,액체,부탄,1011,000247,PORT-MIS 실선종 기반,벌크,펌프,TON,36912.9,36912.9,,,40604.2,36912.9,,울산,DALIAN,,,2026-07-27 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-09-22T03:54:10.884603+00:00,OK,True
KRUSN,2026,190,3FLT5,MUSANAH,LPG운반선,KR,대한민국,MRN24548,BL000237,MBL38697,I,수입,SK2부두,액체,프로페인,1978,015420,PORT-MIS 실선종 기반,벌크,펌프,TON,39652.2,39652.2,,,43617.4,39652.2,,울산,여수,,,2026-07-27 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-09-22T03:54:10.884603+00:00,OK,True
KRUSN,2026,135,3FLT5,MUSANAH,LPG운반선,KR,대한민국,MRN32698,BL000238,MBL75734,O,수출,SK5부두,액체,프로페인,1978,015420,PORT-MIS 실선종 기반,벌크,펌프,TON,2875.9,2875.9,,,3163.5,2875.9,,ONSAN,울산,,,2026-07-27 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-09-22T03:54:10.884603+00:00,OK,True
KRUSN,2026,134,3FNA8,SUN SIRIUS,케미칼운반선,KR,대한민국,MRN88621,BL000239,MBL67436,O,수출,OTK1부두,액체,벤젠,1114,001008,PORT-MIS 실선종 기반,벌크,펌프,TON,15780.2,15780.2,,,17358.2,15780.2,,ONSAN,울산,,,2026-07-27 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-09-22T03:54:10.884603+00:00,OK,True
KRUSN,2026,191,3FNA8,SUN SIRIUS,케미칼운반선,KR,대한민국,MRN78618,BL000240,MBL20368,O,수출,OTK2부두,액체,테트라하이드로푸란,2056,001041,PORT-MIS 실선종 기반,벌크,펌프,TON,17058.7,17058.7,,,18764.6,17058.7,,ONSAN,울산,,,2026-07-27 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-09-22T03:54:10.884603+00:00,OK,True
KRUSN,2026,014,3FNA8,SUN SIRIUS,케미칼운반선,KR,대한민국,MRN87753,BL000241,MBL17723,I,수입,UTK부두,액체,벤젠,1114,001008,PORT-MIS 실선종 기반,벌크,펌프,TON,16121.2,16121.2,,,17733.3,16121.2,,울산,ONSAN,,,2026-07-27 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-09-22T03:54:10.885613+00:00,OK,True
KRUSN,2026,123,3FSE8,C.GALAXY,원유운반선,KR,대한민국,MRN59201,BL000242,MBL48939,O,수출,대한유화부두,액체,원유,1267,000751,PORT-MIS 실선종 기반,벌크,펌프,TON,5319.1,5319.1,,,5851.0,5319.1,,ONSAN,울산,,,2026-07-27 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-09-22T03:54:10.885613+00:00,OK,True
KRUSN,2026,139,3FSE8,C.GALAXY,원유운반선,KR,대한민국,MRN40617,BL000243,MBL94674,I,수입,S-Oil 4부두,액체,원유,1267,000751,PORT-MIS 실선종 기반,벌크,펌프,TON,27431.2,27431.2,,,30174.3,27431.2,,울산,DALIAN,,,2026-07-27 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-09-22T03:54:10.885613+00:00,OK,True
KRUSN,2026,016,3FSE8,C.GALAXY,원유운반선,KR,대한민국,MRN75311,BL000244,MBL88581,O,수출,정일1부두,액체,원유,1267,000751,PORT-MIS 실선종 기반,벌크,펌프,TON,36672.9,36672.9,,,40340.2,36672.9,,DALIAN,울산,,,2026-07-27 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-09-22T03:54:10.885613+00:00,OK,True
KRUSN,2026,035,3FSS3,MH SAKURA,LPG운반선,KR,대한민국,MRN91571,BL000245,MBL21900,O,수출,S-Oil 1부두,액체,부탄,1011,000247,PORT-MIS 실선종 기반,벌크,펌프,TON,30547.3,30547.3,,,33602.0,30547.3,,SINGAPORE,울산,,,2026-07-27 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-09-22T03:54:10.885613+00:00,OK,True
KRUSN,2026,079,3FSS3,MH SAKURA,LPG운반선,KR,대한민국,MRN96382,BL000246,MBL89656,O,수출,S-Oil 2부두,액체,프로페인,1978,015420,PORT-MIS 실선종 기반,벌크,펌프,TON,10246.8,10246.8,,,11271.5,10246.8,,DALIAN,울산,,,2026-07-27 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-09-22T03:54:10.885613+00:00,OK,True
KRUSN,2026,071,3FSS3,MH SAKURA,LPG운반선,KR,대한민국,MRN12466,BL000247,MBL15800,O,수출,S-Oil 3부두,액체,부탄,1011,000247,PORT-MIS 실선종 기반,벌크,펌프,TON,48085.5,48085.5,,,52894.1,48085.5,,SINGAPORE,울산,,,2026-07-27 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-09-22T03:54:10.885613+00:00,OK,True
KRUSN,2026,161,3FWP5,SUNSHINE EXPRESS,석유제품운반선,KR,대한민국,MRN90723,BL000248,MBL33671,O,수출,SK1부두,액체,석유증류물(기타),1268,001128,PORT-MIS 실선종 기반,벌크,펌프,TON,42254.3,42254.3,,,46479.7,42254.3,,휴스턴,울산,,,2026-07-27 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-09-22T03:54:10.885613+00:00,OK,True
KRUSN,2026,033,3FWP5,SUNSHINE EXPRESS,석유제품운반선,KR,대한민국,MRN89311,BL000249,MBL14495,O,수출,SK2부두,액체,가솔린,1203,016420,PORT-MIS 실선종 기반,벌크,펌프,TON,16779.9,16779.9,,,18457.9,16779.9,,휴스턴,울산,,,2026-07-27 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-09-22T03:54:10.885613+00:00,OK,True
KRUSN,2026,176,3FWP5,SUNSHINE EXPRESS,석유제품운반선,KR,대한민국,MRN26573,BL000250,MBL52940,I,수입,SK3부두,액체,케로신,1223,000756,PORT-MIS 실선종 기반,벌크,펌프,TON,26462.5,26462.5,,,29108.8,26462.5,,울산,여수,,,2026-07-27 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-09-22T03:54:10.885613+00:00,OK,True
KRUSN,2026,088,3FWS8,CRANE ARIEL,케미칼운반선,KR,대한민국,MRN34091,BL000251,MBL21342,O,수출,정일2부두,액체,"1,2-에폭시프로판(산화프로필렌)",1280,001162,PORT-MIS 실선종 기반,벌크,펌프,TON,42743.2,42743.2,,,47017.5,42743.2,,여수,울산,,,2026-07-27 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-09-22T03:54:10.885613+00:00,OK,True
KRUSN,2026,049,3FXJ6,GINGA ENDURANCE,석유제품운반선,KR,대한민국,MRN52738,BL000252,MBL90272,I,수입,SK4부두,액체,케로신,1223,000756,PORT-MIS 실선종 기반,벌크,펌프,TON,35172.3,35172.3,,,38689.5,35172.3,,울산,ONSAN,,,2026-07-27 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-09-22T03:54:10.885613+00:00,OK,True
KRUSN,2026,036,3FXJ6,GINGA ENDURANCE,석유제품운반선,KR,대한민국,MRN95494,BL000253,MBL52572,I,수입,SK5부두,액체,가솔린,1203,016420,PORT-MIS 실선종 기반,벌크,펌프,TON,20143.9,20143.9,,,22158.3,20143.9,,울산,ONSAN,,,2026-07-27 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-09-22T03:54:10.885613+00:00,OK,True
KRUSN,2026,074,5LBE3,EIGER EXPLORER,LPG운반선,KR,대한민국,MRN75769,BL000254,MBL91141,O,수출,SK6부두,액체,부탄,1011,000247,PORT-MIS 실선종 기반,벌크,펌프,TON,30218.4,30218.4,,,33240.2,30218.4,,여수,울산,,,2026-07-27 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-09-22T03:54:10.885613+00:00,OK,True
KRUSN,2026,055,5LBE3,EIGER EXPLORER,LPG운반선,KR,대한민국,MRN87948,BL000255,MBL36041,O,수출,SK7부두,액체,프로페인,1978,015420,PORT-MIS 실선종 기반,벌크,펌프,TON,4098.1,4098.1,,,4507.9,4098.1,,휴스턴,울산,,,2026-07-27 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-09-22T03:54:10.885613+00:00,OK,True
KRUSN,2026,162,5LBT3,A LEOPARD,원유운반선,KR,대한민국,MRN30184,BL000256,MBL44165,I,수입,OTK1부두,액체,원유,1267,000751,PORT-MIS 실선종 기반,벌크,펌프,TON,37634.7,37634.7,,,41398.2,37634.7,,울산,DALIAN,,,2026-07-27 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-09-22T03:54:10.885613+00:00,OK,True
KRUSN,2026,064,5LEU7,AYAME,케미칼운반선,KR,대한민국,MRN73853,BL000257,MBL70168,I,수입,OTK2부두,액체,테트라하이드로푸란,2056,001041,PORT-MIS 실선종 기반,벌크,펌프,TON,2724.3,2724.3,,,2996.7,2724.3,,울산,휴스턴,,,2026-07-27 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-09-22T03:54:10.886603+00:00,OK,True
KRUSN,2026,083,5LMD3,DELTA HARMONY,기타유조선,KR,대한민국,MRN50657,BL000258,MBL64288,I,수입,SK8부두,액체,인화성 액체(기타),1993,000751,PORT-MIS 실선종 기반,벌크,펌프,TON,28620.5,28620.5,,,31482.6,28620.5,,울산,DALIAN,,,2026-07-27 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-09-22T03:54:10.886603+00:00,OK,True
KRUSN,2026,054,5LMD3,DELTA HARMONY,기타유조선,KR,대한민국,MRN84348,BL000259,MBL27955,I,수입,가스부두,액체,석유증류물(기타),1268,001128,PORT-MIS 실선종 기반,벌크,펌프,TON,6985.3,6985.3,,,7683.8,6985.3,,울산,DALIAN,,,2026-07-27 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-09-22T03:54:10.886603+00:00,OK,True
KRUSN,2026,042,5LON4,EVER VIGOROUS,석유제품운반선,KR,대한민국,MRN28149,BL000260,MBL84152,I,수입,현대오일터미널 신항1부두,액체,석유증류물(기타),1268,001128,PORT-MIS 실선종 기반,벌크,펌프,TON,6517.3,6517.3,,,7169.0,6517.3,,울산,SINGAPORE,,,2026-07-27 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-09-22T03:54:10.886603+00:00,OK,True
