port_code,ptent_yr,voyage_no,callsgn,vessel_name,vessel_type_name,vessel_nationality_code,vessel_nationality_name,mrn_no,bl_no,master_bl_no,io_se_code,io_se_name,facility_name,cargo_se_name,cargo_name_raw,dg_un_no,cargo_basis,package_type_name,unload_method_name,vol_ton_unit_name,vol_ton,weight_ton,pod_name,pol_name,arrival_at_utc,customs_progress_status_name,source_system,source_table,collected_at_utc,quality_flag,is_synthetic
KRUSN,2026,014,9V5145,펜페어,석유제품운반선,KR,대한민국,MRN97208,BL617516,MBL76029,O,수출,SK8부두,액체,경유,1202,PORT-MIS 실선종 기반,벌크,펌프,TON,28109.4,28109.4,울산,휴스턴,2026-07-24 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-07-26 05:32:53.301751+00:00,OK,True
KRUSN,2026,079,D7IY,제이앤 루비,석유제품운반선,KR,대한민국,MRN71558,BL380000,MBL12532,I,수출,신항일반부두,액체,나프타,1268,PORT-MIS 실선종 기반,벌크,펌프,TON,13769.2,13769.2,울산,여수,2026-07-24 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-07-26 05:32:53.301751+00:00,OK,True
KRUSN,2026,187,D7YF,JN JUPITER,석유제품운반선,KR,대한민국,MRN82103,BL396059,MBL60820,O,수출,OTK1부두,액체,나프타,1268,PORT-MIS 실선종 기반,벌크,펌프,TON,39452.8,39452.8,울산,SINGAPORE,2026-07-24 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-07-26 05:32:53.301751+00:00,OK,True
KRUSN,2026,063,D7YF,JN JUPITER,석유제품운반선,KR,대한민국,MRN39428,BL624864,MBL99618,O,수입,SK8부두,액체,나프타,1268,PORT-MIS 실선종 기반,벌크,펌프,TON,8119.7,8119.7,울산,여수,2026-07-24 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-07-26 05:32:53.301751+00:00,OK,True
KRUSN,2026,073,D7BU,아시아가스호,LPG운반선,KR,대한민국,MRN26098,BL523081,MBL24618,I,수출,온산1부두,액체,LPG,1075,PORT-MIS 실선종 기반,벌크,펌프,TON,21585.5,21585.5,울산,여수,2026-07-24 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-07-26 05:32:53.301751+00:00,OK,True
KRUSN,2026,080,D7BU,아시아가스호,LPG운반선,KR,대한민국,MRN74102,BL547313,MBL18149,O,수입,신항일반부두,액체,부탄,1011,PORT-MIS 실선종 기반,벌크,펌프,TON,6323.5,6323.5,울산,DALIAN,2026-07-24 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-07-26 05:32:53.301751+00:00,OK,True
KRUSN,2026,031,D7BU,아시아가스호,LPG운반선,KR,대한민국,MRN98579,BL973379,MBL64552,O,수입,신항일반부두,액체,프로판,1978,PORT-MIS 실선종 기반,벌크,펌프,TON,38429.2,38429.2,울산,DALIAN,2026-07-24 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-07-26 05:32:53.301751+00:00,OK,True
KRUSN,2026,138,D7WL,제2아시안 파이오니어,케미칼운반선,KR,대한민국,MRN31003,BL996989,MBL44856,O,수출,SK8부두,액체,아세톤,1090,PORT-MIS 실선종 기반,벌크,펌프,TON,49986.0,49986.0,울산,여수,2026-07-24 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-07-26 05:32:53.301751+00:00,OK,True
KRUSN,2026,025,DSQA4,뉴 챌린지호,케미칼운반선,KR,대한민국,MRN84148,BL135564,MBL31639,O,수입,SK2부두,액체,톨루엔,1294,PORT-MIS 실선종 기반,벌크,펌프,TON,33387.0,33387.0,울산,SINGAPORE,2026-07-24 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-07-26 05:32:53.301751+00:00,OK,True
KRUSN,2026,119,D7NF,두라 스타,석유제품운반선,KR,대한민국,MRN27436,BL382394,MBL16433,O,수출,신항일반부두,액체,휘발유,1203,PORT-MIS 실선종 기반,벌크,펌프,TON,47792.3,47792.3,울산,휴스턴,2026-07-24 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-07-26 05:32:53.301751+00:00,OK,True
KRUSN,2026,147,D7NF,두라 스타,석유제품운반선,KR,대한민국,MRN96938,BL997866,MBL14432,O,수입,제3부두,액체,경유,1202,PORT-MIS 실선종 기반,벌크,펌프,TON,48375.7,48375.7,울산,여수,2026-07-24 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-07-26 05:32:53.301751+00:00,OK,True
KRUSN,2026,103,D7NF,두라 스타,석유제품운반선,KR,대한민국,MRN63696,BL566097,MBL73622,O,수입,제4부두,액체,나프타,1268,PORT-MIS 실선종 기반,벌크,펌프,TON,45416.9,45416.9,울산,여수,2026-07-24 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-07-26 05:32:53.301751+00:00,OK,True
KRUSN,2026,030,D7IE,에프씨 델라,케미칼운반선,KR,대한민국,MRN90743,BL551415,MBL34986,O,수입,가스부두,액체,스티렌,2055,PORT-MIS 실선종 기반,벌크,펌프,TON,31400.6,31400.6,울산,DALIAN,2026-07-24 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-07-26 05:32:53.301751+00:00,OK,True
KRUSN,2026,161,V7AB3,엠에쓰 드림,케미칼운반선,KR,대한민국,MRN61661,BL666450,MBL47900,I,수입,신항일반부두,액체,아세톤,1090,PORT-MIS 실선종 기반,벌크,펌프,TON,32487.4,32487.4,울산,여수,2026-07-24 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-07-26 05:32:53.301751+00:00,OK,True
KRUSN,2026,037,V7AB3,엠에쓰 드림,케미칼운반선,KR,대한민국,MRN50971,BL100093,MBL31325,O,수입,정일1부두,액체,메탄올,1230,PORT-MIS 실선종 기반,벌크,펌프,TON,47922.2,47922.2,울산,휴스턴,2026-07-24 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-07-26 05:32:53.301751+00:00,OK,True
KRUSN,2026,072,180020,두라 5,석유제품운반선,KR,대한민국,MRN31742,BL316925,MBL63890,I,수출,신항일반부두,액체,나프타,1268,PORT-MIS 실선종 기반,벌크,펌프,TON,46744.7,46744.7,울산,휴스턴,2026-07-24 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-07-26 05:32:53.301751+00:00,OK,True
KRUSN,2026,095,180020,두라 5,석유제품운반선,KR,대한민국,MRN82674,BL415454,MBL27890,I,수입,OTK1부두,액체,나프타,1268,PORT-MIS 실선종 기반,벌크,펌프,TON,43155.8,43155.8,울산,DALIAN,2026-07-24 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-07-26 05:32:53.301751+00:00,OK,True
KRUSN,2026,114,CQ2859,GASCHEM CARIBIC,LPG운반선,KR,대한민국,MRN82184,BL484380,MBL51442,O,수출,제3부두,액체,부탄,1011,PORT-MIS 실선종 기반,벌크,펌프,TON,37323.3,37323.3,울산,휴스턴,2026-07-24 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-07-26 05:32:53.301751+00:00,OK,True
KRUSN,2026,122,V7A3617,ANNE,LPG운반선,KR,대한민국,MRN73228,BL261427,MBL30706,I,수입,정일1부두,액체,LPG,1075,PORT-MIS 실선종 기반,벌크,펌프,TON,40045.3,40045.3,울산,여수,2026-07-24 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-07-26 05:32:53.301751+00:00,OK,True
KRUSN,2026,080,130095,스카이로얄,케미칼운반선,KR,대한민국,MRN63105,BL325958,MBL42489,I,수출,제3부두,액체,자일렌,1307,PORT-MIS 실선종 기반,벌크,펌프,TON,31175.4,31175.4,울산,DALIAN,2026-07-24 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-07-26 05:32:53.301751+00:00,OK,True
KRUSN,2026,159,130095,스카이로얄,케미칼운반선,KR,대한민국,MRN66871,BL431301,MBL47542,I,수입,S-Oil 1부두,액체,스티렌,2055,PORT-MIS 실선종 기반,벌크,펌프,TON,36937.7,36937.7,울산,SINGAPORE,2026-07-24 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-07-26 05:32:53.301751+00:00,OK,True
KRUSN,2026,101,130095,스카이로얄,케미칼운반선,KR,대한민국,MRN25772,BL791671,MBL50549,O,수입,신항일반부두,액체,아세톤,1090,PORT-MIS 실선종 기반,벌크,펌프,TON,7577.6,7577.6,울산,DALIAN,2026-07-24 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-07-26 05:32:53.301751+00:00,OK,True
KRUSN,2026,063,D8BU,포천 카렌,케미칼운반선,KR,대한민국,MRN79523,BL301740,MBL54108,O,수출,SK8부두,액체,벤젠,1114,PORT-MIS 실선종 기반,벌크,펌프,TON,30806.9,30806.9,울산,휴스턴,2026-07-24 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-07-26 05:32:53.301751+00:00,OK,True
KRUSN,2026,008,V7B3104,PILATUS 65,LPG운반선,KR,대한민국,MRN50570,BL182921,MBL27553,I,수입,신항일반부두,액체,LPG,1075,PORT-MIS 실선종 기반,벌크,펌프,TON,1061.8,1061.8,울산,여수,2026-07-24 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-07-26 05:32:53.301751+00:00,OK,True
KRUSN,2026,164,V7B3104,PILATUS 65,LPG운반선,KR,대한민국,MRN87186,BL335328,MBL46439,O,수입,신항일반부두,액체,LPG,1075,PORT-MIS 실선종 기반,벌크,펌프,TON,18536.0,18536.0,울산,SINGAPORE,2026-07-24 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-07-26 05:32:53.301751+00:00,OK,True
KRUSN,2026,022,V7B3104,PILATUS 65,LPG운반선,KR,대한민국,MRN77294,BL692681,MBL41854,I,수입,정일1부두,액체,부탄,1011,PORT-MIS 실선종 기반,벌크,펌프,TON,39092.7,39092.7,울산,여수,2026-07-24 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-07-26 05:32:53.301751+00:00,OK,True
KRUSN,2026,042,D5DN6,CORAL PALMATA,LPG운반선,KR,대한민국,MRN14067,BL923112,MBL42861,O,수입,온산1부두,액체,프로판,1978,PORT-MIS 실선종 기반,벌크,펌프,TON,28087.7,28087.7,울산,DALIAN,2026-07-24 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-07-26 05:32:53.301751+00:00,OK,True
KRUSN,2026,129,D5DN6,CORAL PALMATA,LPG운반선,KR,대한민국,MRN69212,BL812432,MBL37057,I,수출,신항일반부두,액체,부탄,1011,PORT-MIS 실선종 기반,벌크,펌프,TON,30754.8,30754.8,울산,DALIAN,2026-07-24 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-07-26 05:32:53.301751+00:00,OK,True
KRUSN,2026,057,D5DN6,CORAL PALMATA,LPG운반선,KR,대한민국,MRN62900,BL901250,MBL12301,O,수출,SK8부두,액체,LPG,1075,PORT-MIS 실선종 기반,벌크,펌프,TON,7349.1,7349.1,울산,휴스턴,2026-07-24 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-07-26 05:32:53.301751+00:00,OK,True
KRUSN,2026,180,300KTSRED,케이티에스 레드,석유제품운반선,KR,대한민국,MRN24053,BL888560,MBL92797,O,수출,SK2부두,액체,등유,1223,PORT-MIS 실선종 기반,벌크,펌프,TON,1838.5,1838.5,울산,DALIAN,2026-07-24 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-07-26 05:32:53.301751+00:00,OK,True
KRUSN,2026,169,300KTSRED,케이티에스 레드,석유제품운반선,KR,대한민국,MRN57516,BL360242,MBL12330,O,수입,신항일반부두,액체,휘발유,1203,PORT-MIS 실선종 기반,벌크,펌프,TON,44137.5,44137.5,울산,DALIAN,2026-07-24 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-07-26 05:32:53.301751+00:00,OK,True
KRUSN,2026,073,120011,봉은호,석유제품운반선,KR,대한민국,MRN33823,BL164074,MBL50698,I,수출,SK8부두,액체,등유,1223,PORT-MIS 실선종 기반,벌크,펌프,TON,4143.3,4143.3,울산,DALIAN,2026-07-24 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-07-26 05:32:53.301751+00:00,OK,True
KRUSN,2026,165,206808,한남,석유제품운반선,KR,대한민국,MRN32609,BL997831,MBL10004,I,수출,온산1부두,액체,나프타,1268,PORT-MIS 실선종 기반,벌크,펌프,TON,34100.8,34100.8,울산,DALIAN,2026-07-24 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-07-26 05:32:53.301751+00:00,OK,True
KRUSN,2026,069,206808,한남,석유제품운반선,KR,대한민국,MRN65154,BL825942,MBL99274,O,수입,제4부두,액체,경유,1202,PORT-MIS 실선종 기반,벌크,펌프,TON,31228.0,31228.0,울산,휴스턴,2026-07-24 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-07-26 05:32:53.301751+00:00,OK,True
KRUSN,2026,041,206808,한남,석유제품운반선,KR,대한민국,MRN91777,BL776929,MBL49518,O,수입,OTK1부두,액체,나프타,1268,PORT-MIS 실선종 기반,벌크,펌프,TON,43943.1,43943.1,울산,휴스턴,2026-07-24 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-07-26 05:32:53.301751+00:00,OK,True
KRUSN,2026,099,224816,루비오션호,석유제품운반선,KR,대한민국,MRN13030,BL699564,MBL96024,O,수출,S-Oil 1부두,액체,등유,1223,PORT-MIS 실선종 기반,벌크,펌프,TON,5458.3,5458.3,울산,SINGAPORE,2026-07-24 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-07-26 05:32:53.301751+00:00,OK,True
KRUSN,2026,195,224816,루비오션호,석유제품운반선,KR,대한민국,MRN96753,BL883529,MBL90866,I,수출,SK2부두,액체,경유,1202,PORT-MIS 실선종 기반,벌크,펌프,TON,48100.6,48100.6,울산,SINGAPORE,2026-07-24 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-07-26 05:32:53.301751+00:00,OK,True
KRUSN,2026,011,224816,루비오션호,석유제품운반선,KR,대한민국,MRN14363,BL461171,MBL25839,I,수입,OTK1부두,액체,휘발유,1203,PORT-MIS 실선종 기반,벌크,펌프,TON,14526.1,14526.1,울산,SINGAPORE,2026-07-24 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-07-26 05:32:53.301751+00:00,OK,True
KRUSN,2026,071,210016,부광5호,석유제품운반선,KR,대한민국,MRN12328,BL154649,MBL83518,O,수출,온산1부두,액체,휘발유,1203,PORT-MIS 실선종 기반,벌크,펌프,TON,6800.8,6800.8,울산,여수,2026-07-24 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-07-26 05:32:53.301751+00:00,OK,True
KRUSN,2026,050,210016,부광5호,석유제품운반선,KR,대한민국,MRN45807,BL157585,MBL70450,O,수출,S-Oil 1부두,액체,등유,1223,PORT-MIS 실선종 기반,벌크,펌프,TON,20162.5,20162.5,울산,SINGAPORE,2026-07-24 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-07-26 05:32:53.301751+00:00,OK,True
KRUSN,2026,181,D7OH,BS ULSAN,케미칼운반선,KR,대한민국,MRN95559,BL216327,MBL26938,I,수출,제3부두,액체,아세톤,1090,PORT-MIS 실선종 기반,벌크,펌프,TON,24585.4,24585.4,울산,여수,2026-07-24 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-07-26 05:32:53.301751+00:00,OK,True
KRUSN,2026,138,D7OH,BS ULSAN,케미칼운반선,KR,대한민국,MRN66281,BL254016,MBL79396,I,수입,SK2부두,액체,벤젠,1114,PORT-MIS 실선종 기반,벌크,펌프,TON,37351.1,37351.1,울산,여수,2026-07-24 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-07-26 05:32:53.301751+00:00,OK,True
KRUSN,2026,022,3E4623,SILVER NEREIS,케미칼운반선,KR,대한민국,MRN78966,BL808109,MBL51848,O,수입,S-Oil 1부두,액체,메탄올,1230,PORT-MIS 실선종 기반,벌크,펌프,TON,3781.1,3781.1,울산,SINGAPORE,2026-07-24 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-07-26 05:32:53.301751+00:00,OK,True
KRUSN,2026,036,3E4623,SILVER NEREIS,케미칼운반선,KR,대한민국,MRN54753,BL862681,MBL63966,O,수출,OTK1부두,액체,아세톤,1090,PORT-MIS 실선종 기반,벌크,펌프,TON,6474.4,6474.4,울산,휴스턴,2026-07-24 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-07-26 05:32:53.301751+00:00,OK,True
KRUSN,2026,132,V7A5295,PS NEW ORLEANS,케미칼운반선,KR,대한민국,MRN35682,BL805359,MBL96418,I,수출,SK8부두,액체,톨루엔,1294,PORT-MIS 실선종 기반,벌크,펌프,TON,45985.7,45985.7,울산,SINGAPORE,2026-07-24 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-07-26 05:32:53.301751+00:00,OK,True
KRUSN,2026,017,V7A5295,PS NEW ORLEANS,케미칼운반선,KR,대한민국,MRN89395,BL846668,MBL95137,O,수출,신항일반부두,액체,벤젠,1114,PORT-MIS 실선종 기반,벌크,펌프,TON,6573.7,6573.7,울산,SINGAPORE,2026-07-24 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-07-26 05:32:53.301751+00:00,OK,True
KRUSN,2026,186,161063,우현,석유제품운반선,KR,대한민국,MRN12967,BL771893,MBL72251,I,수입,신항일반부두,액체,휘발유,1203,PORT-MIS 실선종 기반,벌크,펌프,TON,6082.4,6082.4,울산,여수,2026-07-24 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-07-26 05:32:53.301751+00:00,OK,True
KRUSN,2026,165,D7BW,타이하이 5,케미칼운반선,KR,대한민국,MRN32723,BL458864,MBL71306,I,수입,제4부두,액체,아세톤,1090,PORT-MIS 실선종 기반,벌크,펌프,TON,38881.7,38881.7,울산,여수,2026-07-24 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-07-26 05:32:53.301751+00:00,OK,True
KRUSN,2026,117,D7BW,타이하이 5,케미칼운반선,KR,대한민국,MRN13396,BL131466,MBL48140,O,수출,S-Oil 1부두,액체,톨루엔,1294,PORT-MIS 실선종 기반,벌크,펌프,TON,4909.3,4909.3,울산,SINGAPORE,2026-07-24 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-07-26 05:32:53.301751+00:00,OK,True
KRUSN,2026,196,D7BW,타이하이 5,케미칼운반선,KR,대한민국,MRN86660,BL520851,MBL96900,O,수입,정일1부두,액체,톨루엔,1294,PORT-MIS 실선종 기반,벌크,펌프,TON,47043.4,47043.4,울산,SINGAPORE,2026-07-24 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-07-26 05:32:53.301751+00:00,OK,True
KRUSN,2026,101,192827,우성,석유제품운반선,KR,대한민국,MRN25125,BL325896,MBL92756,O,수입,OTK1부두,액체,휘발유,1203,PORT-MIS 실선종 기반,벌크,펌프,TON,31196.7,31196.7,울산,DALIAN,2026-07-24 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-07-26 05:32:53.301751+00:00,OK,True
KRUSN,2026,186,192827,우성,석유제품운반선,KR,대한민국,MRN85626,BL828456,MBL90820,I,수출,OTK1부두,액체,휘발유,1203,PORT-MIS 실선종 기반,벌크,펌프,TON,22601.8,22601.8,울산,휴스턴,2026-07-24 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-07-26 05:32:53.301751+00:00,OK,True
KRUSN,2026,055,091031,우빈호,석유제품운반선,KR,대한민국,MRN47909,BL596003,MBL55861,O,수출,정일1부두,액체,경유,1202,PORT-MIS 실선종 기반,벌크,펌프,TON,29501.2,29501.2,울산,DALIAN,2026-07-24 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-07-26 05:32:53.301751+00:00,OK,True
KRUSN,2026,130,091031,우빈호,석유제품운반선,KR,대한민국,MRN38096,BL992476,MBL17832,O,수입,가스부두,액체,휘발유,1203,PORT-MIS 실선종 기반,벌크,펌프,TON,31231.9,31231.9,울산,여수,2026-07-24 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-07-26 05:32:53.301751+00:00,OK,True
KRUSN,2026,131,D7CT,프리티 하나,케미칼운반선,KR,대한민국,MRN47728,BL348300,MBL16988,O,수출,신항일반부두,액체,스티렌,2055,PORT-MIS 실선종 기반,벌크,펌프,TON,28356.6,28356.6,울산,SINGAPORE,2026-07-24 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-07-26 05:32:53.301751+00:00,OK,True
KRUSN,2026,060,D7QL,BS DAESAN,케미칼운반선,KR,대한민국,MRN20055,BL993330,MBL74269,O,수입,SK8부두,액체,자일렌,1307,PORT-MIS 실선종 기반,벌크,펌프,TON,11176.0,11176.0,울산,휴스턴,2026-07-24 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-07-26 05:32:53.301751+00:00,OK,True
KRUSN,2026,157,DSRP4,한유 빅토리아,석유제품운반선,KR,대한민국,MRN40608,BL110117,MBL74610,I,수입,SK2부두,액체,휘발유,1203,PORT-MIS 실선종 기반,벌크,펌프,TON,26213.3,26213.3,울산,여수,2026-07-24 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-07-26 05:32:53.301751+00:00,OK,True
KRUSN,2026,161,DSRP4,한유 빅토리아,석유제품운반선,KR,대한민국,MRN44724,BL775391,MBL58622,I,수출,제4부두,액체,휘발유,1203,PORT-MIS 실선종 기반,벌크,펌프,TON,29869.8,29869.8,울산,DALIAN,2026-07-24 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-07-26 05:32:53.301751+00:00,OK,True
KRUSN,2026,013,DSRP4,한유 빅토리아,석유제품운반선,KR,대한민국,MRN67420,BL688773,MBL73163,O,수출,S-Oil 1부두,액체,경유,1202,PORT-MIS 실선종 기반,벌크,펌프,TON,29176.9,29176.9,울산,DALIAN,2026-07-24 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-07-26 05:32:53.301751+00:00,OK,True
KRUSN,2026,068,HZAK,SIDR,원유운반선,KR,대한민국,MRN16865,BL429661,MBL31895,I,수입,OTK1부두,액체,원유,1267,PORT-MIS 실선종 기반,벌크,펌프,TON,22468.1,22468.1,울산,DALIAN,2026-07-24 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-07-26 05:32:53.301751+00:00,OK,True
KRUSN,2026,176,224805,다온,석유제품운반선,KR,대한민국,MRN96418,BL101477,MBL86375,I,수출,신항일반부두,액체,나프타,1268,PORT-MIS 실선종 기반,벌크,펌프,TON,17659.6,17659.6,울산,DALIAN,2026-07-24 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-07-26 05:32:53.301751+00:00,OK,True
KRUSN,2026,182,224805,다온,석유제품운반선,KR,대한민국,MRN45391,BL552779,MBL88911,O,수출,신항일반부두,액체,휘발유,1203,PORT-MIS 실선종 기반,벌크,펌프,TON,18583.6,18583.6,울산,휴스턴,2026-07-24 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-07-26 05:32:53.301751+00:00,OK,True
KRUSN,2026,187,224805,다온,석유제품운반선,KR,대한민국,MRN34923,BL447257,MBL50613,O,수출,S-Oil 1부두,액체,휘발유,1203,PORT-MIS 실선종 기반,벌크,펌프,TON,10294.2,10294.2,울산,SINGAPORE,2026-07-24 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-07-26 05:32:53.301751+00:00,OK,True
KRUSN,2026,134,230007,카리스(CHARIS),석유제품운반선,KR,대한민국,MRN49747,BL500976,MBL89233,I,수입,SK2부두,액체,나프타,1268,PORT-MIS 실선종 기반,벌크,펌프,TON,16417.3,16417.3,울산,SINGAPORE,2026-07-24 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-07-26 05:32:53.301751+00:00,OK,True
KRUSN,2026,106,230007,카리스(CHARIS),석유제품운반선,KR,대한민국,MRN61841,BL718271,MBL36839,O,수출,신항일반부두,액체,경유,1202,PORT-MIS 실선종 기반,벌크,펌프,TON,44459.2,44459.2,울산,DALIAN,2026-07-24 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-07-26 05:32:53.301751+00:00,OK,True
KRUSN,2026,197,DSMS2,우춘호,석유제품운반선,KR,대한민국,MRN63092,BL762754,MBL62735,O,수출,OTK1부두,액체,휘발유,1203,PORT-MIS 실선종 기반,벌크,펌프,TON,10639.3,10639.3,울산,SINGAPORE,2026-07-24 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-07-26 05:32:53.301751+00:00,OK,True
KRUSN,2026,086,V7OE9,MALBEC LEGEND,케미칼운반선,KR,대한민국,MRN96402,BL710297,MBL58193,I,수입,제3부두,액체,자일렌,1307,PORT-MIS 실선종 기반,벌크,펌프,TON,32651.7,32651.7,울산,SINGAPORE,2026-07-24 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-07-26 05:32:53.301751+00:00,OK,True
KRUSN,2026,036,V7OE9,MALBEC LEGEND,케미칼운반선,KR,대한민국,MRN27499,BL166890,MBL74561,I,수출,신항일반부두,액체,벤젠,1114,PORT-MIS 실선종 기반,벌크,펌프,TON,35424.4,35424.4,울산,DALIAN,2026-07-24 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-07-26 05:32:53.301751+00:00,OK,True
KRUSN,2026,001,CQ2129,BOCHEM ROTTERDAM,석유제품운반선,KR,대한민국,MRN78984,BL699471,MBL63619,I,수출,정일1부두,액체,휘발유,1203,PORT-MIS 실선종 기반,벌크,펌프,TON,41018.7,41018.7,울산,DALIAN,2026-07-24 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-07-26 05:32:53.301751+00:00,OK,True
